Description,Selection,Bet Id,Bet type,Matched amount,Loss rec. amount,Avg. price matched,Status,P/L,Strategy,Short description,Tipster,Placed date,Matched date,Settled date,Settle as win
11:45 Pukekohe (NZL) 25th Feb\R4 1600m Mdn\1. Bak De Ace,1. Bak De Ace,639075723892708015,BACK,Åí0.54,Åí0.00,2.76,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:20 Launceston (AUS) 25th Feb\R2 1400m Mdn\14. Whos In Dev,14. Whos In Dev,639075723892708011,BACK,Åí0.60,Åí0.00,1.98,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:45 Pukekohe (NZL) 25th Feb\R4 1600m Mdn\10. Last Wish,10. Last Wish,639075723892708016,BACK,Åí0.24,Åí0.00,6.2,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:45 Pukekohe (NZL) 25th Feb\R4 1600m Mdn\8. Millers Point,8. Millers Point,639075723892708017,BACK,Åí0.22,Åí0.00,6.6,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:20 Launceston (AUS) 25th Feb\R2 1400m Mdn\7. Veins Within Rock,7. Veins Within Rock,639075723892708000,BACK,Åí0.16,Åí0.00,7.4,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:20 Launceston (AUS) 25th Feb\R2 1400m Mdn\14. Whos In Dev,14. Whos In Dev,639075723892708002,BACK,Åí0.60,Åí0.00,1.98,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:45 Pukekohe (NZL) 25th Feb\R4 1600m Mdn\8. Millers Point,8. Millers Point,639075723892708007,BACK,Åí0.22,Åí0.00,6.6,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:55 Launceston (AUS) 25th Feb\R3 1400m CL4\9. Billie The Great,9. Billie The Great,639075723892708014,BACK,Åí0.32,Åí0.00,3.95,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:45 Pukekohe (NZL) 25th Feb\R4 1600m Mdn\1. Bak De Ace,1. Bak De Ace,639075723892708006,BACK,Åí0.54,Åí0.00,2.76,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:55 Launceston (AUS) 25th Feb\R3 1400m CL4\6. Obviously Good,6. Obviously Good,639075723892708013,BACK,Åí0.32,Åí0.00,3.95,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
11:45 Pukekohe (NZL) 25th Feb\R4 1600m Mdn\10. Last Wish,10. Last Wish,639075723892708008,BACK,Åí0.24,Åí0.00,6.2,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:39,2026-02-25 08:36:39,0001-01-01 00:00:00,
12:30 Launceston (AUS) 25th Feb\R4 2100m Hcap\2. Johnnie Pinch,2. Johnnie Pinch,639075723892708018,BACK,Åí0.35,Åí0.00,4.9,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:30 Launceston (AUS) 25th Feb\R4 2100m Hcap\4. Vino Novello,4. Vino Novello,639075723892708019,BACK,Åí0.36,Åí0.00,4.8,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:45 Port Lincoln (AUS) 25th Feb\R3 1750m CL1\4. Explicable,4. Explicable,639075723892708028,BACK,Åí0.43,Åí0.00,2.92,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:20 Rosehill (AUS) 25th Feb\R1 1200m Mdn\2. Bubbles Up,2. Bubbles Up,639075723892708024,BACK,Åí0.43,Åí0.00,3,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:13 Addington (NZL) 25th Feb\R1 1980m Pace M\6. Just Ask Paddy,6. Just Ask Paddy,639075723892708032,BACK,Åí0.30,Åí0.00,3.75,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:30 Launceston (AUS) 25th Feb\R4 2100m Hcap\6. Iffycould,6. Iffycould,639075723892708020,BACK,Åí0.29,Åí0.00,5.9,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:24 Pukekohe (NZL) 25th Feb\R5 1400m Mdn\7. Frozen Fortune,7. Frozen Fortune,639075723892708021,BACK,Åí0.30,Åí0.00,5.8,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:30 Launceston (AUS) 25th Feb\R4 2100m Hcap\2. Johnnie Pinch,2. Johnnie Pinch,639075723892708033,BACK,Åí0.35,Åí0.00,4.9,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:30 Launceston (AUS) 25th Feb\R4 2100m Hcap\4. Vino Novello,4. Vino Novello,639075723892708034,BACK,Åí0.36,Åí0.00,4.8,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:13 Addington (NZL) 25th Feb\R1 1980m Pace M\4. Warloch,4. Warloch,639075723892708030,BACK,Åí0.40,Åí0.00,2.8,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:20 Rosehill (AUS) 25th Feb\R1 1200m Mdn\8. Spice Prawn,8. Spice Prawn,639075723892708025,BACK,Åí0.36,Åí0.00,3.6,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:24 Pukekohe (NZL) 25th Feb\R5 1400m Mdn\7. Frozen Fortune,7. Frozen Fortune,639075723892708036,BACK,Åí0.30,Åí0.00,5.8,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:20 Rosehill (AUS) 25th Feb\R1 1200m Mdn\5. In A Tizzy,5. In A Tizzy,639075723892708026,BACK,Åí0.21,Åí0.00,6.2,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:30 Launceston (AUS) 25th Feb\R4 2100m Hcap\6. Iffycould,6. Iffycould,639075723892708035,BACK,Åí0.29,Åí0.00,5.9,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:13 Addington (NZL) 25th Feb\R1 1980m Pace M\7. Fusion Reactor,7. Fusion Reactor,639075723892708031,BACK,Åí0.29,Åí0.00,3.85,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:24 Pukekohe (NZL) 25th Feb\R5 1400m Mdn\8. Rosalina,8. Rosalina,639075723892708037,BACK,Åí0.43,Åí0.00,4,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:45 Port Lincoln (AUS) 25th Feb\R3 1750m CL1\8. Agreeance,8. Agreeance,639075723892708029,BACK,Åí0.32,Åí0.00,3.9,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:24 Pukekohe (NZL) 25th Feb\R5 1400m Mdn\11. La Diem,11. La Diem,639075723892708023,BACK,Åí0.27,Åí0.00,6.4,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:45 Port Lincoln (AUS) 25th Feb\R3 1750m CL1\3. Elegant Man,3. Elegant Man,639075723892708039,BACK,Åí0.25,Åí0.00,5,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:45 Port Lincoln (AUS) 25th Feb\R3 1750m CL1\3. Elegant Man,3. Elegant Man,639075723892708027,BACK,Åí0.25,Åí0.00,5,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:24 Pukekohe (NZL) 25th Feb\R5 1400m Mdn\8. Rosalina,8. Rosalina,639075723892708022,BACK,Åí0.43,Åí0.00,4,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:24 Pukekohe (NZL) 25th Feb\R5 1400m Mdn\11. La Diem,11. La Diem,639075723892708038,BACK,Åí0.27,Åí0.00,6.4,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:45 Port Lincoln (AUS) 25th Feb\R3 1750m CL1\4. Explicable,4. Explicable,639075723892708040,BACK,Åí0.43,Åí0.00,2.92,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:13 Addington (NZL) 25th Feb\R1 1980m Pace M\6. Just Ask Paddy,6. Just Ask Paddy,639075723892708042,BACK,Åí0.30,Åí0.00,3.75,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:13 Addington (NZL) 25th Feb\R1 1980m Pace M\4. Warloch,4. Warloch,639075723892708041,BACK,Åí0.40,Åí0.00,2.8,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:13 Addington (NZL) 25th Feb\R1 1980m Pace M\7. Fusion Reactor,7. Fusion Reactor,639075723892708043,BACK,Åí0.29,Åí0.00,3.85,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:45 Port Lincoln (AUS) 25th Feb\R3 1750m CL1\8. Agreeance,8. Agreeance,639075723892708044,BACK,Åí0.32,Åí0.00,3.9,MATCHED,Åí0.00,DJ01.03 Dutch Prog1-10 Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:40,2026-02-25 08:36:40,0001-01-01 00:00:00,
12:59 Pukekohe (NZL) 25th Feb\R6 1200m Mdn\1. Stay Frosty,1. Stay Frosty,639075723892708046,BACK,Åí0.41,Åí0.00,2.96,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:41,2026-02-25 08:36:41,0001-01-01 00:00:00,
12:59 Pukekohe (NZL) 25th Feb\R6 1200m Mdn\5. Sweet Smile,5. Sweet Smile,639075723892708045,BACK,Åí0.21,Åí0.00,5.8,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:41,2026-02-25 08:36:41,0001-01-01 00:00:00,
12:55 Rosehill (AUS) 25th Feb\R2 1200m Mdn\2. Brickowski,2. Brickowski,639075723892708048,BACK,Åí0.16,Åí0.00,6.8,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:41,2026-02-25 08:36:41,0001-01-01 00:00:00,
12:51 Addington (NZL) 25th Feb\R2 2000m Trot S\2. Diedre Franco,2. Diedre Franco,639075723892708051,BACK,Åí0.28,Åí0.00,4.7,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:41,2026-02-25 08:36:41,0001-01-01 00:00:00,
12:51 Addington (NZL) 25th Feb\R2 2000m Trot S\10. Bonnie Bagrie,10. Bonnie Bagrie,639075723892708053,BACK,Åí0.37,Åí0.00,3.6,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:41,2026-02-25 08:36:41,0001-01-01 00:00:00,
12:55 Rosehill (AUS) 25th Feb\R2 1200m Mdn\3. Hay Street,3. Hay Street,639075723892708049,BACK,Åí0.68,Åí0.00,1.63,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:41,2026-02-25 08:36:41,0001-01-01 00:00:00,
12:55 Rosehill (AUS) 25th Feb\R2 1200m Mdn\6. Peleus,6. Peleus,639075723892708050,BACK,Åí0.16,Åí0.00,7,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:41,2026-02-25 08:36:41,0001-01-01 00:00:00,
12:51 Addington (NZL) 25th Feb\R2 2000m Trot S\5. Baffled,5. Baffled,639075723892708052,BACK,Åí0.35,Åí0.00,3.75,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:41,2026-02-25 08:36:41,0001-01-01 00:00:00,
12:59 Pukekohe (NZL) 25th Feb\R6 1200m Mdn\10. Thumbelina,10. Thumbelina,639075723892708047,BACK,Åí0.38,Åí0.00,3.2,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:41,2026-02-25 08:36:41,0001-01-01 00:00:00,
13:30 Rosehill (AUS) 25th Feb\R3 1500m Mdn\2. Double Vision,2. Double Vision,639075723892708055,BACK,Åí0.49,Åí0.00,2.42,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:42,2026-02-25 08:36:42,0001-01-01 00:00:00,
13:30 Rosehill (AUS) 25th Feb\R3 1500m Mdn\9. Fireball Miss,9. Fireball Miss,639075723892708056,BACK,Åí0.33,Åí0.00,3.6,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:42,2026-02-25 08:36:42,0001-01-01 00:00:00,
13:30 Rosehill (AUS) 25th Feb\R3 1500m Mdn\1. Decalogue,1. Decalogue,639075723892708054,BACK,Åí0.18,Åí0.00,6.6,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:42,2026-02-25 08:36:42,0001-01-01 00:00:00,
13:16 Doomben (AUS) 25th Feb\R1 1200m Mdn\7. Toro Chase,7. Toro Chase,639075723892708057,BACK,Åí0.45,Åí0.00,2.66,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:42,2026-02-25 08:36:42,0001-01-01 00:00:00,
13:16 Doomben (AUS) 25th Feb\R1 1200m Mdn\4. Ralos Star,4. Ralos Star,639075723892708059,BACK,Åí0.18,Åí0.00,6.4,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:42,2026-02-25 08:36:42,0001-01-01 00:00:00,
13:16 Doomben (AUS) 25th Feb\R1 1200m Mdn\5. Delicious Derek,5. Delicious Derek,639075723892708058,BACK,Åí0.37,Åí0.00,3.2,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:42,2026-02-25 08:36:42,0001-01-01 00:00:00,
13:51 Doomben (AUS) 25th Feb\R2 1200m Hcap\6. Cinque Terre,6. Cinque Terre,639075723892708065,BACK,Åí0.13,Åí0.00,8.6,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:43,2026-02-25 08:36:43,0001-01-01 00:00:00,
13:34 Pukekohe (NZL) 25th Feb\R7 1600m Mdn\2. Castle Rock,2. Castle Rock,639075723892708060,BACK,Åí0.34,Åí0.00,5.3,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:43,2026-02-25 08:36:43,0001-01-01 00:00:00,
13:40 Sandown (AUS) 25th Feb\R1 1300m 2yo\4. Leopard Shark,4. Leopard Shark,639075723892708071,BACK,Åí0.49,Åí0.00,2.28,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:43,2026-02-25 08:36:43,0001-01-01 00:00:00,
13:34 Pukekohe (NZL) 25th Feb\R7 1600m Mdn\5. Moretothinkabout,5. Moretothinkabout,639075723892708062,BACK,Åí0.31,Åí0.00,5.8,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:43,2026-02-25 08:36:43,0001-01-01 00:00:00,
13:51 Doomben (AUS) 25th Feb\R2 1200m Hcap\5. Tophet,5. Tophet,639075723892708064,BACK,Åí0.22,Åí0.00,5,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:43,2026-02-25 08:36:43,0001-01-01 00:00:00,
13:51 Doomben (AUS) 25th Feb\R2 1200m Hcap\4. King Of Minto,4. King Of Minto,639075723892708063,BACK,Åí0.65,Åí0.00,1.7,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:43,2026-02-25 08:36:43,0001-01-01 00:00:00,
13:55 Port Lincoln (AUS) 25th Feb\R5 1350m Hcap\2. Fortis In Armis,2. Fortis In Armis,639075723892708066,BACK,Åí0.27,Åí0.00,5.9,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:43,2026-02-25 08:36:43,0001-01-01 00:00:00,
13:34 Pukekohe (NZL) 25th Feb\R7 1600m Mdn\6. High Society,6. High Society,639075723892708061,BACK,Åí0.34,Åí0.00,5.3,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:43,2026-02-25 08:36:43,0001-01-01 00:00:00,
13:55 Port Lincoln (AUS) 25th Feb\R5 1350m Hcap\4. Star Valour,4. Star Valour,639075723892708067,BACK,Åí0.30,Åí0.00,5.4,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:43,2026-02-25 08:36:43,0001-01-01 00:00:00,
13:55 Port Lincoln (AUS) 25th Feb\R5 1350m Hcap\9. In Your Words,9. In Your Words,639075723892708068,BACK,Åí0.43,Åí0.00,3.7,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:43,2026-02-25 08:36:43,0001-01-01 00:00:00,
13:40 Sandown (AUS) 25th Feb\R1 1300m 2yo\2. Hydrobomb,2. Hydrobomb,639075723892708069,BACK,Åí0.25,Åí0.00,4.4,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:43,2026-02-25 08:36:43,0001-01-01 00:00:00,
13:40 Sandown (AUS) 25th Feb\R1 1300m 2yo\3. Optimus,3. Optimus,639075723892708070,BACK,Åí0.26,Åí0.00,4.2,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:43,2026-02-25 08:36:43,0001-01-01 00:00:00,
14:11 Pukekohe (NZL) 25th Feb\R8 1200m Mdn\4. Le Jacques Cartier,4. Le Jacques Cartier,639075723892708073,BACK,Åí0.42,Åí0.00,2.82,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:44,2026-02-25 08:36:44,0001-01-01 00:00:00,
14:11 Pukekohe (NZL) 25th Feb\R8 1200m Mdn\1. Navy Ensign,1. Navy Ensign,639075723892708072,BACK,Åí0.31,Åí0.00,3.8,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:44,2026-02-25 08:36:44,0001-01-01 00:00:00,
14:11 Pukekohe (NZL) 25th Feb\R8 1200m Mdn\6. Earlicheer,6. Earlicheer,639075723892708074,BACK,Åí0.27,Åí0.00,4.4,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:44,2026-02-25 08:36:44,0001-01-01 00:00:00,
14:00 Addington (NZL) 25th Feb\R4 1980m Trot M\6. Crown The Moment,6. Crown The Moment,639075723892708079,BACK,Åí0.33,Åí0.00,3.85,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:44,2026-02-25 08:36:44,0001-01-01 00:00:00,
14:15 Sandown (AUS) 25th Feb\R2 1300m 3yo\5. Melian,5. Melian,639075723892708075,BACK,Åí0.25,Åí0.00,5.5,MATCHED,Åí0.00,DJ01.02 Dutch Prog1-10% Back Fav1-3 F1=3.00-3.50 F2-3=3.50-8.00 R8-12 1mtp W100,,,2026-02-25 08:36:44,2026-02-25 08:36:44,0001-01-01 00:00:00,
